variant_test_data,cal_test,class,statistic,p_value
_contrast_imadjust,dv3T-cal_dv3T-test,1,prop_sig,0.03
_contrast_imadjust,dv3T-cal_dv3T-test,1,binom_p,0.8817370188148796
_contrast_imadjust,dv3T-cal_dv3T-test,1,fisher_p,0.9227795325192448
baseline,baseline3T-cal_dv1.5T-test,0,median_p,0.6443966461728415
baseline,baseline3T-cal_dv1.5T-test,0,q25_p,0.4678903954106291
baseline,baseline3T-cal_dv1.5T-test,0,q75_p,0.713167898314276
baseline,baseline3T-cal_dv1.5T-test,0,prop_sig,0.0
baseline,baseline3T-cal_dv1.5T-test,0,binom_p,1.0
baseline,baseline3T-cal_dv1.5T-test,0,fisher_p,0.9999998612876688
baseline,baseline3T-cal_dv1.5T-test,1,median_p,0.0025561165595303
baseline,baseline3T-cal_dv1.5T-test,1,q25_p,0.0004844212528427
baseline,baseline3T-cal_dv1.5T-test,1,q75_p,0.0067492015283433
baseline,baseline3T-cal_dv1.5T-test,1,prop_sig,0.96
baseline,baseline3T-cal_dv1.5T-test,1,binom_p,4.0399843007513144e-119
baseline,baseline3T-cal_dv1.5T-test,1,fisher_p,0.0
baseline,baseline3T-cal_dv3T-test,0,median_p,0.5243842707417152
baseline,baseline3T-cal_dv3T-test,0,q25_p,0.2943448871099698
baseline,baseline3T-cal_dv3T-test,0,q75_p,0.6587164244230556
baseline,baseline3T-cal_dv3T-test,0,prop_sig,0.0
baseline,baseline3T-cal_dv3T-test,0,binom_p,1.0
baseline,baseline3T-cal_dv3T-test,0,fisher_p,0.9142697872380484
baseline,baseline3T-cal_dv3T-test,1,median_p,0.4804667077732134
baseline,baseline3T-cal_dv3T-test,1,q25_p,0.2861002168507475
baseline,baseline3T-cal_dv3T-test,1,q75_p,0.7172427612554835
baseline,baseline3T-cal_dv3T-test,1,prop_sig,0.03
baseline,baseline3T-cal_dv3T-test,1,binom_p,0.8817370188148796
baseline,baseline3T-cal_dv3T-test,1,fisher_p,0.7528964234489057
baseline,dv1.5T-cal_dv1.5T-test,0,median_p,0.5118225160342971
baseline,dv1.5T-cal_dv1.5T-test,0,q25_p,0.3046696044091563
baseline,dv1.5T-cal_dv1.5T-test,0,q75_p,0.7080807653787061
baseline,dv1.5T-cal_dv1.5T-test,0,prop_sig,0.0
baseline,dv1.5T-cal_dv1.5T-test,0,binom_p,1.0
baseline,dv1.5T-cal_dv1.5T-test,0,fisher_p,0.956871324050588
baseline,dv1.5T-cal_dv1.5T-test,1,median_p,0.6590297549751952
baseline,dv1.5T-cal_dv1.5T-test,1,q25_p,0.4185685493034029
baseline,dv1.5T-cal_dv1.5T-test,1,q75_p,0.871961343638901
baseline,dv1.5T-cal_dv1.5T-test,1,prop_sig,0.04
baseline,dv1.5T-cal_dv1.5T-test,1,binom_p,0.7421613408839848
baseline,dv1.5T-cal_dv1.5T-test,1,fisher_p,0.9989305969622828
baseline,dv3T-cal_dv3T-test,0,median_p,0.5243842707417152
baseline,dv3T-cal_dv3T-test,0,q25_p,0.2943448871099698
baseline,dv3T-cal_dv3T-test,0,q75_p,0.6587164244230556
baseline,dv3T-cal_dv3T-test,0,prop_sig,0.0
baseline,dv3T-cal_dv3T-test,0,binom_p,1.0
baseline,dv3T-cal_dv3T-test,0,fisher_p,0.9142697872380484
baseline,dv3T-cal_dv3T-test,1,median_p,0.4804667077732134
baseline,dv3T-cal_dv3T-test,1,q25_p,0.2861002168507475
baseline,dv3T-cal_dv3T-test,1,q75_p,0.7172427612554835
baseline,dv3T-cal_dv3T-test,1,prop_sig,0.03
baseline,dv3T-cal_dv3T-test,1,binom_p,0.8817370188148796
baseline,dv3T-cal_dv3T-test,1,fisher_p,0.7528964234489057
