variant_test_data,cal_test,run,class,n_cov,n_val,coverage,n_cal_cls,n_test_cls,p_value
_blurred_SD2,baseline3T-cal_dv1.5T-test,48,1,495,1118,0.44275491949910556,344,1118,4.506997569264931e-57
_blurred_SD2,baseline3T-cal_dv1.5T-test,49,0,6331,15093,0.41946597760551246,1505,15093,6.80689524068225e-309
_blurred_SD2,baseline3T-cal_dv1.5T-test,49,1,504,1247,0.4041700080192462,301,1247,5.684781964706884e-60
_blurred_SD2,baseline3T-cal_dv1.5T-test,50,0,7717,15136,0.5098440803382663,1591,15136,9.880482946128788e-226
_blurred_SD2,baseline3T-cal_dv1.5T-test,50,1,679,1204,0.563953488372093,215,1204,2.672846233438387e-24
_blurred_SD2,baseline3T-cal_dv1.5T-test,51,0,9698,15179,0.6389090190394624,1634,15179,8.852564994496816e-120
_blurred_SD2,baseline3T-cal_dv1.5T-test,51,1,401,1161,0.3453919035314384,172,1161,7.592976794152846e-46
_blurred_SD2,baseline3T-cal_dv1.5T-test,52,0,8843,15179,0.5825811977073588,1419,15179,5.896963547243095e-145
_blurred_SD2,baseline3T-cal_dv1.5T-test,52,1,367,1161,0.3161068044788975,387,1161,2.4491750146223116e-97
_blurred_SD2,baseline3T-cal_dv1.5T-test,53,0,9843,15265,0.6448083851948903,1548,15265,2.9617944865033e-110
_blurred_SD2,baseline3T-cal_dv1.5T-test,53,1,497,1075,0.46232558139534885,258,1075,2.0169642909343397e-42
_blurred_SD2,baseline3T-cal_dv1.5T-test,54,0,8092,15222,0.5315990014452766,1548,15222,1.4204884644842016e-200
_blurred_SD2,baseline3T-cal_dv1.5T-test,54,1,553,1118,0.49463327370304117,258,1118,1.1368948010547576e-37
_blurred_SD2,baseline3T-cal_dv1.5T-test,55,0,7843,15222,0.5152410984101957,1591,15222,1.4081554416908318e-220
_blurred_SD2,baseline3T-cal_dv1.5T-test,55,1,461,1118,0.41234347048300535,215,1118,5.99597922223927e-44
_blurred_SD2,baseline3T-cal_dv1.5T-test,56,0,9293,15265,0.6087782509007533,1634,15265,6.016466903929386e-143
_blurred_SD2,baseline3T-cal_dv1.5T-test,56,1,482,1075,0.4483720930232558,172,1075,1.0688019969369606e-31
_blurred_SD2,baseline3T-cal_dv1.5T-test,57,0,9380,15179,0.6179590223334871,1591,15179,3.253872834834899e-132
_blurred_SD2,baseline3T-cal_dv1.5T-test,57,1,572,1161,0.4926787252368648,215,1161,9.759556705804689e-33
_blurred_SD2,baseline3T-cal_dv1.5T-test,58,0,7598,15179,0.5005599841886818,1634,15179,5.1212050060580823e-241
_blurred_SD2,baseline3T-cal_dv1.5T-test,58,1,661,1161,0.5693367786391043,172,1161,1.7171642588910588e-19
_blurred_SD2,baseline3T-cal_dv1.5T-test,59,0,9248,15351,0.602436323366556,1419,15351,1.306791383913035e-130
_blurred_SD2,baseline3T-cal_dv1.5T-test,59,1,472,989,0.47724974721941354,387,989,1.588532019444551e-53
_blurred_SD2,baseline3T-cal_dv1.5T-test,60,0,7876,15265,0.5159515230920406,1548,15265,4.052472235054782e-215
_blurred_SD2,baseline3T-cal_dv1.5T-test,60,1,418,1075,0.38883720930232557,258,1075,3.323499994609212e-55
_blurred_SD2,baseline3T-cal_dv1.5T-test,61,0,6914,15136,0.45679175475687106,1591,15136,4.1225917674992716e-281
_blurred_SD2,baseline3T-cal_dv1.5T-test,61,1,525,1204,0.436046511627907,215,1204,9.03595074869518e-41
_blurred_SD2,baseline3T-cal_dv1.5T-test,62,0,9246,15179,0.6091310363001515,1677,15179,3.3155458949218513e-146
_blurred_SD2,baseline3T-cal_dv1.5T-test,62,1,627,1161,0.5400516795865633,129,1161,4.615920257226605e-18
_blurred_SD2,baseline3T-cal_dv1.5T-test,63,0,8615,15179,0.5675604453521312,1634,15179,2.367718509439556e-177
_blurred_SD2,baseline3T-cal_dv1.5T-test,63,1,578,1161,0.49784668389319553,172,1161,1.9031133992624722e-26
_blurred_SD2,baseline3T-cal_dv1.5T-test,64,0,10112,15179,0.6661835430529021,1548,15179,8.214883388412871e-96
_blurred_SD2,baseline3T-cal_dv1.5T-test,64,1,416,1161,0.35831180017226527,258,1161,5.21680328706561e-62
_blurred_SD2,baseline3T-cal_dv1.5T-test,65,0,6368,15093,0.42191744517325913,1505,15093,4.655633239415569e-306
_blurred_SD2,baseline3T-cal_dv1.5T-test,65,1,538,1247,0.4314354450681636,301,1247,2.1982390900366983e-54
_blurred_SD2,baseline3T-cal_dv1.5T-test,66,0,8893,15179,0.5858752223466631,1634,15179,1.2836748504464938e-161
_blurred_SD2,baseline3T-cal_dv1.5T-test,66,1,451,1161,0.38845822566752797,172,1161,1.3387317417098177e-39
_blurred_SD2,baseline3T-cal_dv1.5T-test,67,0,7990,15265,0.523419587291189,1591,15265,8.737520922188115e-213
_blurred_SD2,baseline3T-cal_dv1.5T-test,67,1,532,1075,0.4948837209302326,215,1075,4.000638801688635e-32
_blurred_SD2,baseline3T-cal_dv1.5T-test,68,0,10699,15136,0.7068578224101479,1591,15136,5.008443356779678e-72
_blurred_SD2,baseline3T-cal_dv1.5T-test,68,1,642,1204,0.5332225913621262,215,1204,7.793749587784777e-28
_blurred_SD2,baseline3T-cal_dv1.5T-test,69,0,8868,15136,0.5858879492600423,1548,15136,3.935884175935741e-154
_blurred_SD2,baseline3T-cal_dv1.5T-test,69,1,417,1204,0.34634551495016613,258,1204,6.453815404854162e-65
_blurred_SD2,baseline3T-cal_dv1.5T-test,70,0,6823,15222,0.44823282091709366,1462,15222,2.31962878797721e-269
_blurred_SD2,baseline3T-cal_dv1.5T-test,70,1,448,1118,0.4007155635062612,344,1118,2.412637057071664e-66
_blurred_SD2,baseline3T-cal_dv1.5T-test,71,0,8610,15222,0.5656286953094206,1591,15222,1.4277295727567863e-174
_blurred_SD2,baseline3T-cal_dv1.5T-test,71,1,494,1118,0.4418604651162791,215,1118,1.5986466755085513e-39
_blurred_SD2,baseline3T-cal_dv1.5T-test,72,0,8782,15265,0.5753029806747462,1548,15265,8.124732335562231e-163
_blurred_SD2,baseline3T-cal_dv1.5T-test,72,1,327,1075,0.3041860465116279,258,1075,4.5082606172577e-73
_blurred_SD2,baseline3T-cal_dv1.5T-test,73,0,8331,15265,0.5457582705535539,1505,15265,6.114152419176872e-183
_blurred_SD2,baseline3T-cal_dv1.5T-test,73,1,614,1075,0.5711627906976744,301,1075,7.609366469324586e-30
_blurred_SD2,baseline3T-cal_dv1.5T-test,74,0,8275,15222,0.5436210747602155,1548,15222,8.638257672637307e-190
_blurred_SD2,baseline3T-cal_dv1.5T-test,74,1,519,1118,0.46422182468694095,258,1118,2.206524137478409e-42
_blurred_SD2,baseline3T-cal_dv1.5T-test,75,0,8760,15179,0.5771131168061137,1505,15179,5.893237907116918e-157
_blurred_SD2,baseline3T-cal_dv1.5T-test,75,1,512,1161,0.4409991386735573,301,1161,7.15450273198944e-52
_blurred_SD2,baseline3T-cal_dv1.5T-test,76,0,8248,15265,0.5403209957418932,1591,15265,4.7973309737525393e-197
_blurred_SD2,baseline3T-cal_dv1.5T-test,76,1,436,1075,0.4055813953488372,215,1075,9.344167868613683e-45
_blurred_SD2,baseline3T-cal_dv1.5T-test,77,0,9177,15222,0.6028774142688215,1591,15222,6.688247692713162e-144
_blurred_SD2,baseline3T-cal_dv1.5T-test,77,1,452,1118,0.40429338103756707,215,1118,3.2791655568285313e-45
_blurred_SD2,baseline3T-cal_dv1.5T-test,78,0,6715,15222,0.44113782682958874,1505,15222,1.2793402297603592e-284
_blurred_SD2,baseline3T-cal_dv1.5T-test,78,1,592,1118,0.5295169946332737,301,1118,2.9120394865968616e-36
_blurred_SD2,baseline3T-cal_dv1.5T-test,79,0,7323,15179,0.4824428486725081,1419,15179,4.3573306079308666e-229
_blurred_SD2,baseline3T-cal_dv1.5T-test,79,1,541,1161,0.46597760551248923,387,1161,6.490169307693428e-58
_blurred_SD2,baseline3T-cal_dv1.5T-test,80,0,6127,15222,0.4025095256865064,1548,15222,0.0
_blurred_SD2,baseline3T-cal_dv1.5T-test,80,1,505,1118,0.4516994633273703,258,1118,2.0347736637523605e-44
_blurred_SD2,baseline3T-cal_dv1.5T-test,81,0,6726,15222,0.4418604651162791,1505,15222,7.960585412148997e-284
_blurred_SD2,baseline3T-cal_dv1.5T-test,81,1,446,1118,0.39892665474060823,301,1118,6.50232981349109e-60
_blurred_SD2,baseline3T-cal_dv1.5T-test,82,0,8874,15179,0.5846234929837275,1548,15179,3.530807266195329e-155
_blurred_SD2,baseline3T-cal_dv1.5T-test,82,1,568,1161,0.4892334194659776,258,1161,1.0496492453360204e-38
_blurred_SD2,baseline3T-cal_dv1.5T-test,83,0,7190,15179,0.4736807431319586,1634,15179,1.6641831538600434e-269
_blurred_SD2,baseline3T-cal_dv1.5T-test,83,1,473,1161,0.4074074074074074,172,1161,4.590183111918183e-37
_blurred_SD2,baseline3T-cal_dv1.5T-test,84,0,9209,15222,0.6049796347391933,1548,15222,2.979305243148714e-139
_blurred_SD2,baseline3T-cal_dv1.5T-test,84,1,539,1118,0.4821109123434705,258,1118,1.4253537894789221e-39
_blurred_SD2,baseline3T-cal_dv1.5T-test,85,0,8610,15222,0.5656286953094206,1376,15222,2.932862812902231e-153
_blurred_SD2,baseline3T-cal_dv1.5T-test,85,1,447,1118,0.3998211091234347,430,1118,2.471617045401544e-78
_blurred_SD2,baseline3T-cal_dv1.5T-test,86,0,8911,15136,0.5887288583509513,1505,15136,8.366610372107481e-148
_blurred_SD2,baseline3T-cal_dv1.5T-test,86,1,538,1204,0.446843853820598,301,1204,4.442690112012592e-51
_blurred_SD2,baseline3T-cal_dv1.5T-test,87,0,8297,15351,0.5404859618265911,1548,15351,1.0674904574235486e-192
_blurred_SD2,baseline3T-cal_dv1.5T-test,87,1,382,989,0.3862487360970677,258,989,6.93827630465704e-55
_blurred_SD2,baseline3T-cal_dv1.5T-test,88,0,8954,15308,0.584922916122289,1548,15308,4.885732041454353e-155
_blurred_SD2,baseline3T-cal_dv1.5T-test,88,1,543,1032,0.5261627906976745,258,1032,1.0676473189836775e-32
_blurred_SD2,baseline3T-cal_dv1.5T-test,89,0,9639,15179,0.6350220699650834,1548,15179,4.515475390005389e-117
_blurred_SD2,baseline3T-cal_dv1.5T-test,89,1,466,1161,0.40137812230835485,258,1161,1.5529326430767626e-53
_blurred_SD2,baseline3T-cal_dv1.5T-test,90,0,8906,15136,0.5883985200845666,1548,15136,3.9687935260924855e-152
_blurred_SD2,baseline3T-cal_dv1.5T-test,90,1,642,1204,0.5332225913621262,258,1204,1.770747297307509e-32
_blurred_SD2,baseline3T-cal_dv1.5T-test,91,0,8392,15265,0.549754339993449,1591,15265,1.582519169732224e-188
_blurred_SD2,baseline3T-cal_dv1.5T-test,91,1,335,1075,0.3116279069767442,215,1075,2.2153278538812314e-61
_blurred_SD2,baseline3T-cal_dv1.5T-test,92,0,9705,15179,0.639370182488965,1462,15179,7.466330318516052e-108
_blurred_SD2,baseline3T-cal_dv1.5T-test,92,1,486,1161,0.4186046511627907,344,1161,9.220272826819429e-63
_blurred_SD2,baseline3T-cal_dv1.5T-test,93,0,8237,15179,0.5426576190789907,1591,15179,7.862331978546885e-195
_blurred_SD2,baseline3T-cal_dv1.5T-test,93,1,471,1161,0.40568475452196384,215,1161,3.16348554087559e-45
_blurred_SD2,baseline3T-cal_dv1.5T-test,94,0,9515,15265,0.6233213232885686,1591,15265,3.147207739976552e-128
_blurred_SD2,baseline3T-cal_dv1.5T-test,94,1,571,1075,0.5311627906976745,215,1075,1.1143128093679276e-27
_blurred_SD2,baseline3T-cal_dv1.5T-test,95,0,8194,15265,0.5367834916475598,1634,15265,1.8558523561556496e-205
_blurred_SD2,baseline3T-cal_dv1.5T-test,95,1,437,1075,0.40651162790697676,172,1075,7.515555470229237e-37
_blurred_SD2,baseline3T-cal_dv1.5T-test,96,0,8440,15136,0.5576109936575053,1634,15136,3.810745086569001e-186
_blurred_SD2,baseline3T-cal_dv1.5T-test,96,1,428,1204,0.3554817275747508,172,1204,1.6620692540431747e-44
_blurred_SD2,baseline3T-cal_dv1.5T-test,97,0,7077,15179,0.4662362474471309,1333,15179,1.7479779654627948e-230
_blurred_SD2,baseline3T-cal_dv1.5T-test,97,1,532,1161,0.4582256675279931,473,1161,7.288847190200673e-69
_blurred_SD2,baseline3T-cal_dv1.5T-test,98,0,6341,15179,0.4177482047565716,1462,15179,1.2945523269940846e-302
_blurred_SD2,baseline3T-cal_dv1.5T-test,98,1,473,1161,0.4074074074074074,344,1161,2.6585347078452817e-65
_blurred_SD2,baseline3T-cal_dv1.5T-test,99,0,8799,15265,0.5764166393711104,1677,15265,5.223096509196896e-174
_blurred_SD2,baseline3T-cal_dv1.5T-test,99,1,472,1075,0.4390697674418605,129,1075,1.972360547331827e-26
_blurred_SD2,baseline3T-cal_dv3T-test,0,0,2433,3698,0.6579232017306652,1505,3698,1.1702896056332322e-80
_blurred_SD2,baseline3T-cal_dv3T-test,0,1,331,602,0.5498338870431894,301,602,5.126004832153498e-29
_blurred_SD2,baseline3T-cal_dv3T-test,1,0,2194,3655,0.6002735978112175,1548,3655,8.161654499169906e-116
_blurred_SD2,baseline3T-cal_dv3T-test,1,1,609,645,0.9441860465116279,258,645,0.9894176607883658
_blurred_SD2,baseline3T-cal_dv3T-test,2,0,2046,3612,0.5664451827242525,1591,3612,1.3715773531362835e-139
_blurred_SD2,baseline3T-cal_dv3T-test,2,1,526,688,0.7645348837209303,215,688,2.829148629699969e-06
_blurred_SD2,baseline3T-cal_dv3T-test,3,0,1856,3741,0.49612403100775193,1462,3741,3.1089070379726196e-181
_blurred_SD2,baseline3T-cal_dv3T-test,3,1,480,559,0.8586762075134168,344,559,0.037023896679782946
_blurred_SD2,baseline3T-cal_dv3T-test,4,0,1495,3569,0.4188848416923508,1634,3569,6.73477280597727e-262
_blurred_SD2,baseline3T-cal_dv3T-test,4,1,633,731,0.86593707250342,172,731,0.13011721590592273
_blurred_SD2,baseline3T-cal_dv3T-test,5,0,1338,3655,0.36607387140902875,1548,3655,4.3864483649392356e-305
_blurred_SD2,baseline3T-cal_dv3T-test,5,1,567,645,0.8790697674418605,258,645,0.18190106078467938
_blurred_SD2,baseline3T-cal_dv3T-test,6,0,1332,3569,0.37321378537405436,1634,3569,2.9721089862696684e-307
_blurred_SD2,baseline3T-cal_dv3T-test,6,1,687,731,0.9398084815321477,172,731,0.9723315725424753
_blurred_SD2,baseline3T-cal_dv3T-test,7,0,2229,3569,0.6245446903894648,1634,3569,2.4868585146623748e-104
_blurred_SD2,baseline3T-cal_dv3T-test,7,1,715,731,0.9781121751025992,172,731,0.9999964583571963
_blurred_SD2,baseline3T-cal_dv3T-test,8,0,2035,3655,0.5567715458276333,1548,3655,3.2394741056619354e-144
_blurred_SD2,baseline3T-cal_dv3T-test,8,1,524,645,0.8124031007751938,258,645,0.0003824838284847901
_blurred_SD2,baseline3T-cal_dv3T-test,9,0,1901,3655,0.520109439124487,1548,3655,2.629227502164147e-170
_blurred_SD2,baseline3T-cal_dv3T-test,9,1,473,645,0.7333333333333333,258,645,3.1160174085985393e-09
_blurred_SD2,baseline3T-cal_dv3T-test,10,0,1589,3655,0.4347469220246238,1548,3655,1.8308359901550037e-239
_blurred_SD2,baseline3T-cal_dv3T-test,10,1,609,645,0.9441860465116279,258,645,0.9894176607883658
_blurred_SD2,baseline3T-cal_dv3T-test,11,0,1882,3655,0.5149110807113543,1548,3655,3.581535500209903e-174
_blurred_SD2,baseline3T-cal_dv3T-test,11,1,629,645,0.9751937984496124,258,645,0.9999978904222215
_blurred_SD2,baseline3T-cal_dv3T-test,12,0,1594,3655,0.4361149110807114,1548,3655,2.9672136549215447e-238
_blurred_SD2,baseline3T-cal_dv3T-test,12,1,590,645,0.9147286821705426,258,645,0.755840426570189
_blurred_SD2,baseline3T-cal_dv3T-test,13,0,2218,3655,0.6068399452804377,1548,3655,9.23802227562619e-112
_blurred_SD2,baseline3T-cal_dv3T-test,13,1,575,645,0.8914728682170543,258,645,0.351011289200424
_blurred_SD2,baseline3T-cal_dv3T-test,14,0,2086,3698,0.5640886965927528,1505,3698,1.4536773678949196e-136
_blurred_SD2,baseline3T-cal_dv3T-test,14,1,522,602,0.867109634551495,301,602,0.09027910045764266
_blurred_SD2,baseline3T-cal_dv3T-test,15,0,1925,3612,0.5329457364341085,1591,3612,3.115589278938611e-163
_blurred_SD2,baseline3T-cal_dv3T-test,15,1,627,688,0.9113372093023255,215,688,0.7091467793178625
_blurred_SD2,baseline3T-cal_dv3T-test,16,0,1896,3741,0.5068163592622293,1462,3741,2.6145826858804184e-173
_blurred_SD2,baseline3T-cal_dv3T-test,16,1,410,559,0.7334525939177102,344,559,2.153641478775114e-10
_blurred_SD2,baseline3T-cal_dv3T-test,17,0,2141,3784,0.5658033826638478,1419,3784,1.541950098162033e-130
_blurred_SD2,baseline3T-cal_dv3T-test,17,1,393,516,0.7616279069767442,387,516,1.8954936272827247e-08
_blurred_SD2,baseline3T-cal_dv3T-test,18,0,1895,3612,0.5246400885935769,1591,3612,2.3279432495571415e-169
_blurred_SD2,baseline3T-cal_dv3T-test,18,1,641,688,0.9316860465116279,215,688,0.9388876701954397
_blurred_SD2,baseline3T-cal_dv3T-test,19,0,1907,3483,0.5475165087568188,1720,3483,5.542416267738606e-160
_blurred_SD2,baseline3T-cal_dv3T-test,19,1,109,817,0.13341493268053856,86,817,1.5059134796892926e-50
_blurred_SD2,baseline3T-cal_dv3T-test,20,0,1204,3698,0.32558139534883723,1505,3698,0.0
_blurred_SD2,baseline3T-cal_dv3T-test,20,1,332,602,0.5514950166112956,301,602,8.39086952714425e-29
_blurred_SD2,baseline3T-cal_dv3T-test,21,0,1689,3483,0.48492678725236865,1720,3483,1.2845003661196079e-209
_blurred_SD2,baseline3T-cal_dv3T-test,21,1,777,817,0.9510403916768666,86,817,0.9685499698206799
_blurred_SD2,baseline3T-cal_dv3T-test,22,0,1985,3698,0.53677663601947,1505,3698,3.6701455077199523e-155
_blurred_SD2,baseline3T-cal_dv3T-test,22,1,574,602,0.9534883720930233,301,602,0.9991250538031573
_blurred_SD2,baseline3T-cal_dv3T-test,23,0,1920,3784,0.507399577167019,1419,3784,5.305159133591733e-170
_blurred_SD2,baseline3T-cal_dv3T-test,23,1,430,516,0.8333333333333334,387,516,0.001881799965672201
_blurred_SD2,baseline3T-cal_dv3T-test,24,0,1572,3612,0.43521594684385384,1591,3612,1.4965640106023032e-242
_blurred_SD2,baseline3T-cal_dv3T-test,24,1,627,688,0.9113372093023255,215,688,0.7091467793178625
_blurred_SD2,baseline3T-cal_dv3T-test,25,0,1914,3698,0.5175770686857761,1505,3698,6.724845384068332e-169
_blurred_SD2,baseline3T-cal_dv3T-test,25,1,574,602,0.9534883720930233,301,602,0.9991250538031573
_blurred_SD2,baseline3T-cal_dv3T-test,26,0,1559,3526,0.44214407260351674,1677,3526,2.0327166798259453e-244
_blurred_SD2,baseline3T-cal_dv3T-test,26,1,527,774,0.6808785529715762,129,774,1.0399732825763054e-08
_blurred_SD2,baseline3T-cal_dv3T-test,27,0,2014,3569,0.5643037265340431,1634,3569,1.420110538345827e-143
_blurred_SD2,baseline3T-cal_dv3T-test,27,1,674,731,0.9220246238030095,172,731,0.8532664230746099
_blurred_SD2,baseline3T-cal_dv3T-test,28,0,2740,3655,0.7496580027359782,1548,3655,1.3638080624295832e-38
_blurred_SD2,baseline3T-cal_dv3T-test,28,1,571,645,0.8852713178294573,258,645,0.25818514702559203
_blurred_SD2,baseline3T-cal_dv3T-test,29,0,1585,3784,0.4188689217758985,1419,3784,4.7585338100233276e-240
_blurred_SD2,baseline3T-cal_dv3T-test,29,1,502,516,0.9728682170542635,387,516,0.9999986740190957
_blurred_SD2,baseline3T-cal_dv3T-test,30,0,1770,3612,0.4900332225913621,1591,3612,4.554213194816414e-196
_blurred_SD2,baseline3T-cal_dv3T-test,30,1,526,688,0.7645348837209303,215,688,2.829148629699969e-06
_blurred_SD2,baseline3T-cal_dv3T-test,31,0,2254,3784,0.5956659619450317,1419,3784,3.272610810839412e-112
_blurred_SD2,baseline3T-cal_dv3T-test,31,1,479,516,0.9282945736434108,387,516,0.9387540332087758
_blurred_SD2,baseline3T-cal_dv3T-test,32,0,1861,3569,0.5214345755113478,1634,3569,8.558250610563349e-175
_blurred_SD2,baseline3T-cal_dv3T-test,32,1,682,731,0.93296853625171,172,731,0.9415901197540663
_blurred_SD2,baseline3T-cal_dv3T-test,33,0,2200,3698,0.5949161709031909,1505,3698,7.424099214821545e-117
_blurred_SD2,baseline3T-cal_dv3T-test,33,1,568,602,0.9435215946843853,301,602,0.9932491377242757
_blurred_SD2,baseline3T-cal_dv3T-test,34,0,1652,3698,0.44672796106003243,1505,3698,1.0654965092331711e-224
_blurred_SD2,baseline3T-cal_dv3T-test,34,1,522,602,0.867109634551495,301,602,0.09027910045764266
_blurred_SD2,baseline3T-cal_dv3T-test,35,0,2028,3698,0.5484045429962142,1505,3698,4.1287856812818786e-147
_blurred_SD2,baseline3T-cal_dv3T-test,35,1,529,602,0.8787375415282392,301,602,0.1980844382469587
_blurred_SD2,baseline3T-cal_dv3T-test,36,0,1418,3612,0.39258028792912514,1591,3612,1.1687880755584458e-282
_blurred_SD2,baseline3T-cal_dv3T-test,36,1,578,688,0.8401162790697675,215,688,0.013533210971333405
_blurred_SD2,baseline3T-cal_dv3T-test,37,0,1519,3612,0.42054263565891475,1591,3612,6.136075649148831e-256
_blurred_SD2,baseline3T-cal_dv3T-test,37,1,617,688,0.8968023255813954,215,688,0.4655227809583843
_blurred_SD2,baseline3T-cal_dv3T-test,38,0,1923,3698,0.5200108166576528,1505,3698,3.981556100098385e-167
_blurred_SD2,baseline3T-cal_dv3T-test,38,1,593,602,0.9850498338870431,301,602,0.9999999980635638
_blurred_SD2,baseline3T-cal_dv3T-test,39,0,1861,3526,0.5277935337492909,1677,3526,7.549450090261713e-173
_blurred_SD2,baseline3T-cal_dv3T-test,39,1,770,774,0.9948320413436692,129,774,0.9999999977110163
_blurred_SD2,baseline3T-cal_dv3T-test,40,0,1478,3741,0.3950815290029404,1462,3741,8.332036101139166e-266
_blurred_SD2,baseline3T-cal_dv3T-test,40,1,480,559,0.8586762075134168,344,559,0.037023896679782946
_blurred_SD2,baseline3T-cal_dv3T-test,41,0,1972,3569,0.552535724292519,1634,3569,7.28599016658284e-152
_blurred_SD2,baseline3T-cal_dv3T-test,41,1,673,731,0.920656634746922,172,731,0.8386065039885446
_blurred_SD2,baseline3T-cal_dv3T-test,42,0,2023,3612,0.560077519379845,1591,3612,5.919833039589002e-144
_blurred_SD2,baseline3T-cal_dv3T-test,42,1,593,688,0.8619186046511628,215,688,0.07391519145596645
_blurred_SD2,baseline3T-cal_dv3T-test,43,0,1468,3612,0.4064230343300111,1591,3612,3.158474932146004e-269
_blurred_SD2,baseline3T-cal_dv3T-test,43,1,468,688,0.6802325581395349,215,688,5.26846565472624e-12
_blurred_SD2,baseline3T-cal_dv3T-test,44,0,1945,3741,0.5199144613739641,1462,3741,7.649183262551501e-164
_blurred_SD2,baseline3T-cal_dv3T-test,44,1,492,559,0.8801431127012522,344,559,0.19416388202612986
_blurred_SD2,baseline3T-cal_dv3T-test,45,0,1673,3526,0.4744753261486103,1677,3526,6.767129078905229e-216
_blurred_SD2,baseline3T-cal_dv3T-test,45,1,744,774,0.9612403100775194,129,774,0.9963899030611794
_blurred_SD2,baseline3T-cal_dv3T-test,46,0,1346,3612,0.37264673311184937,1591,3612,9.697802799272169e-303
_blurred_SD2,baseline3T-cal_dv3T-test,46,1,665,688,0.9665697674418605,215,688,0.9999042682785663
_blurred_SD2,baseline3T-cal_dv3T-test,47,0,2233,3655,0.6109439124487004,1548,3655,2.9416433804688495e-109
_blurred_SD2,baseline3T-cal_dv3T-test,47,1,567,645,0.8790697674418605,258,645,0.18190106078467938
_blurred_SD2,baseline3T-cal_dv3T-test,48,0,1256,3741,0.33573910719059075,1462,3741,0.0
_blurred_SD2,baseline3T-cal_dv3T-test,48,1,517,559,0.924865831842576,344,559,0.9136409939531757
_blurred_SD2,baseline3T-cal_dv3T-test,49,0,1187,3698,0.32098431584640347,1505,3698,0.0
_blurred_SD2,baseline3T-cal_dv3T-test,49,1,484,602,0.8039867109634552,301,602,0.00010498455131594298
_blurred_SD2,baseline3T-cal_dv3T-test,50,0,1553,3612,0.42995570321151716,1591,3612,2.6563211818463125e-247
_blurred_SD2,baseline3T-cal_dv3T-test,50,1,669,688,0.9723837209302325,215,688,0.9999866656397389
_blurred_SD2,baseline3T-cal_dv3T-test,51,0,2227,3569,0.6239843093303447,1634,3569,1.134385722165772e-104
_blurred_SD2,baseline3T-cal_dv3T-test,51,1,482,731,0.6593707250341997,172,731,1.3738091231212207e-11
_blurred_SD2,baseline3T-cal_dv3T-test,52,0,2101,3784,0.5552325581395349,1419,3784,2.555188025241941e-137
_blurred_SD2,baseline3T-cal_dv3T-test,52,1,302,516,0.5852713178294574,387,516,6.539903150438338e-28
_blurred_SD2,baseline3T-cal_dv3T-test,53,0,2251,3655,0.6158686730506155,1548,3655,2.7618945787903127e-106
_blurred_SD2,baseline3T-cal_dv3T-test,53,1,586,645,0.9085271317829458,258,645,0.652756334776397
_blurred_SD2,baseline3T-cal_dv3T-test,54,0,1725,3655,0.4719562243502052,1548,3655,8.769197883748392e-208
_blurred_SD2,baseline3T-cal_dv3T-test,54,1,581,645,0.9007751937984496,258,645,0.512722775665082
_blurred_SD2,baseline3T-cal_dv3T-test,55,0,1664,3612,0.46068660022148394,1591,3612,2.7672204961490594e-220
_blurred_SD2,baseline3T-cal_dv3T-test,55,1,605,688,0.8793604651162791,215,688,0.21412819726235957
_blurred_SD2,baseline3T-cal_dv3T-test,56,0,2083,3569,0.58363687307369,1634,3569,2.104473316822704e-130
_blurred_SD2,baseline3T-cal_dv3T-test,56,1,587,731,0.8030095759233926,172,731,0.0011095820144536698
_blurred_SD2,baseline3T-cal_dv3T-test,57,0,2111,3612,0.5844407530454042,1591,3612,1.4178727199398585e-127
_blurred_SD2,baseline3T-cal_dv3T-test,57,1,632,688,0.9186046511627907,215,688,0.8134001925327452
_blurred_SD2,baseline3T-cal_dv3T-test,58,0,1524,3569,0.4270103670495937,1634,3569,2.7339916700623277e-254
_blurred_SD2,baseline3T-cal_dv3T-test,58,1,717,731,0.9808481532147743,172,731,0.9999989878585525
_blurred_SD2,baseline3T-cal_dv3T-test,59,0,2091,3784,0.5525898520084567,1419,3784,4.8736642144068044e-139
_blurred_SD2,baseline3T-cal_dv3T-test,59,1,481,516,0.9321705426356589,387,516,0.9618734211046754
_blurred_SD2,baseline3T-cal_dv3T-test,60,0,1532,3655,0.4191518467852257,1548,3655,1.649611314729515e-253
_blurred_SD2,baseline3T-cal_dv3T-test,60,1,567,645,0.8790697674418605,258,645,0.18190106078467938
_blurred_SD2,baseline3T-cal_dv3T-test,61,0,1315,3612,0.3640642303433001,1591,3612,1.1451837762313e-311
_blurred_SD2,baseline3T-cal_dv3T-test,61,1,586,688,0.8517441860465116,215,688,0.035125729457631275
_blurred_SD2,baseline3T-cal_dv3T-test,62,0,2072,3526,0.5876347135564379,1677,3526,6.224534863280076e-130
_blurred_SD2,baseline3T-cal_dv3T-test,62,1,721,774,0.9315245478036176,129,774,0.879412637782622
_blurred_SD2,baseline3T-cal_dv3T-test,63,0,1894,3569,0.530680862986831,1634,3569,8.069203791466761e-168
_blurred_SD2,baseline3T-cal_dv3T-test,63,1,687,731,0.9398084815321477,172,731,0.9723315725424753
_blurred_SD2,baseline3T-cal_dv3T-test,64,0,2393,3655,0.654719562243502,1548,3655,5.153283202568986e-84
