class_conditional,variant_test_data,cal_test,run,class,is_correct,verdict,ps_size,confidence,credibility,margin,actual_class_pred_prob,prop_class1
False,contrast_imadjust,dv3T-cal_dv3T-test,42,0,0.96843853820598,0.9429678848283499,0.9581949058693244,0.9994465965688988,0.6037631433314886,0.6032097399003874,0.9994748830795288,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,42,1,0.9505813953488372,0.8822674418604651,0.8953488372093024,0.9977863862755949,0.308245711123409,0.3060320973990039,0.9916485548019409,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,43,0,0.9476744186046512,0.8399778516057586,0.8510520487264673,0.9994465965688988,0.5116214720531267,0.5110680686220255,0.9993511438369751,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,43,1,0.934593023255814,0.7122093023255814,0.7136627906976745,0.9994465965688988,0.19701162147205312,0.19645821804095184,0.988475888967514,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,44,0,0.9566960705693665,0.9072440523924085,0.9232825447741245,0.9994465965688988,0.5605976757055894,0.5600442722744882,0.9993653893470764,0.13
False,contrast_imadjust,dv3T-cal_dv3T-test,44,1,0.9516994633273703,0.8604651162790697,0.8604651162790697,0.9988931931377975,0.3187603763143331,0.3176535694521306,0.9933918118476868,0.13
False,contrast_imadjust,dv3T-cal_dv3T-test,45,0,0.9600113442994895,0.927680090754396,0.9458309699376064,0.9994465965688988,0.48976203652462647,0.4892086330935252,0.9993646144866943,0.18
False,contrast_imadjust,dv3T-cal_dv3T-test,45,1,0.962532299741602,0.8811369509043928,0.8824289405684754,0.9988931931377975,0.24183729939125623,0.24073049252905368,0.9899488687515259,0.18
False,contrast_imadjust,dv3T-cal_dv3T-test,46,0,0.9551495016611296,0.9006090808416389,0.9180509413067552,0.9994465965688988,0.4587714443829552,0.4582180409518539,0.9992432594299316,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,46,1,0.9738372093023255,0.8546511627906976,0.8546511627906976,0.9994465965688988,0.2468179302711677,0.24626452684006642,0.9914528727531433,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,47,0,0.9636114911080711,0.9291381668946649,0.9450068399452805,0.9994465965688988,0.6153846153846154,0.6148312119535142,0.999477207660675,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,47,1,0.9472868217054263,0.8542635658914729,0.8635658914728682,0.9994465965688988,0.32484781405644714,0.32429441062534586,0.9933918118476868,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,48,0,0.9521518310612136,0.85912857524726,0.8708901363271853,0.9994465965688988,0.43884892086330934,0.43829551743220807,0.9991212487220764,0.13
False,contrast_imadjust,dv3T-cal_dv3T-test,48,1,0.9409660107334525,0.7638640429338104,0.7674418604651163,0.9994465965688988,0.23907028223574986,0.23851687880464859,0.9909262657165527,0.13
False,contrast_imadjust,dv3T-cal_dv3T-test,49,0,0.9591671173607356,0.8612763656030287,0.8688480259599783,0.9994465965688988,0.4529607083563918,0.4524073049252906,0.9992164373397827,0.14
False,contrast_imadjust,dv3T-cal_dv3T-test,49,1,0.9269102990033222,0.739202657807309,0.7425249169435216,0.9972329828444937,0.19313779745434423,0.19037078029883786,0.9876594543457031,0.14
False,contrast_imadjust,dv3T-cal_dv3T-test,50,0,0.9568106312292359,0.9050387596899225,0.9224806201550387,0.9994465965688988,0.5229662423907028,0.5224128389596016,0.9993731379508972,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,50,1,0.9723837209302325,0.8880813953488372,0.8880813953488372,0.9994465965688988,0.23907028223574986,0.23851687880464859,0.9910386502742767,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,51,0,0.9660969459232278,0.9425609414401793,0.9593723732137853,0.9994465965688988,0.6447149972329829,0.6441615938018816,0.9995554089546204,0.17
False,contrast_imadjust,dv3T-cal_dv3T-test,51,1,0.9384404924760602,0.8673050615595075,0.8782489740082079,0.9977863862755949,0.3016048699501937,0.2993912562257886,0.9901388883590698,0.17
False,contrast_imadjust,dv3T-cal_dv3T-test,52,0,0.9566596194503171,0.8921775898520085,0.9072410147991543,0.9994465965688988,0.6665744327614831,0.6660210293303819,0.9995235204696655,0.12
False,contrast_imadjust,dv3T-cal_dv3T-test,52,1,0.9437984496124031,0.751937984496124,0.751937984496124,0.9977863862755949,0.19728832318760375,0.19507470946319866,0.9751546680927277,0.12
False,contrast_imadjust,dv3T-cal_dv3T-test,53,0,0.9641586867305062,0.9378932968536252,0.9567715458276334,0.9994465965688988,0.5417819590481461,0.5412285556170449,0.9993854761123657,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,53,1,0.9627906976744186,0.9023255813953488,0.9054263565891473,0.9994465965688988,0.3303818483674599,0.3298284449363586,0.9910395741462708,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,54,0,0.9564979480164159,0.892749658002736,0.9064295485636115,0.9994465965688988,0.5705589374654123,0.5700055340343111,0.9994231462478638,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,54,1,0.958139534883721,0.8434108527131783,0.8434108527131783,0.9977863862755949,0.28776978417266186,0.28555617044825676,0.992427408695221,0.15
False,contrast_imadjust,dv3T-cal_dv3T-test,55,0,0.9573643410852714,0.874031007751938,0.8839977851605758,0.9994465965688988,0.5611510791366906,0.5605976757055894,0.9994497299194336,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,55,1,0.936046511627907,0.7877906976744186,0.7906976744186046,0.9988931931377975,0.22578859988931932,0.22468179302711677,0.9884165227413177,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,56,0,0.9604931353320257,0.9128607453068086,0.9260297001961334,0.9994465965688988,0.5849474266740454,0.5843940232429442,0.9994706511497498,0.17
False,contrast_imadjust,dv3T-cal_dv3T-test,56,1,0.9411764705882353,0.8563611491108071,0.8632010943912448,0.9988931931377975,0.2733812949640288,0.27227448810182625,0.9910987019538879,0.17
False,contrast_imadjust,dv3T-cal_dv3T-test,57,0,0.9540420819490587,0.9042081949058693,0.9216500553709857,0.9994465965688988,0.5987825124515772,0.598229109020476,0.9994804859161377,0.16
False,contrast_imadjust,dv3T-cal_dv3T-test,57,1,0.9578488372093024,0.8386627906976745,0.8386627906976745,0.9994465965688988,0.3276148312119535,0.32706142778085223,0.9922446310520172,0.16
