variant_test_data,cal_test,class,statistic,p_value
baseline,baseline3T-cal_dv1.5T-test,0,median_p,0.9840420708180077
baseline,baseline3T-cal_dv1.5T-test,0,q25_p,0.2164602461685675
baseline,baseline3T-cal_dv1.5T-test,0,q75_p,0.999529887538284
baseline,baseline3T-cal_dv1.5T-test,0,prop_sig,0.19
baseline,baseline3T-cal_dv1.5T-test,0,binom_p,5.01268942428067e-07
baseline,baseline3T-cal_dv1.5T-test,0,fisher_p,1.3711140334216054e-08
baseline,baseline3T-cal_dv1.5T-test,1,median_p,8.53658145595792e-61
baseline,baseline3T-cal_dv1.5T-test,1,q25_p,1.3816114144183355e-76
baseline,baseline3T-cal_dv1.5T-test,1,q75_p,4.450830667548104e-52
baseline,baseline3T-cal_dv1.5T-test,1,prop_sig,1.0
baseline,baseline3T-cal_dv1.5T-test,1,binom_p,7.888609052210162e-131
baseline,baseline3T-cal_dv1.5T-test,1,fisher_p,0.0
baseline,baseline3T-cal_dv3T-test,0,median_p,0.5346345414567097
baseline,baseline3T-cal_dv3T-test,0,q25_p,0.0003821302808704
baseline,baseline3T-cal_dv3T-test,0,q75_p,0.982266368543763
baseline,baseline3T-cal_dv3T-test,0,prop_sig,0.34
baseline,baseline3T-cal_dv3T-test,0,binom_p,1.2702149390600738e-19
baseline,baseline3T-cal_dv3T-test,0,fisher_p,0.0
baseline,baseline3T-cal_dv3T-test,1,median_p,0.1863949795411341
baseline,baseline3T-cal_dv3T-test,1,q25_p,0.0003711229064878
baseline,baseline3T-cal_dv3T-test,1,q75_p,0.9779536538417372
baseline,baseline3T-cal_dv3T-test,1,prop_sig,0.4
baseline,baseline3T-cal_dv3T-test,1,binom_p,6.238625307670539e-26
baseline,baseline3T-cal_dv3T-test,1,fisher_p,0.0
baseline,dv1.5T-cal_dv1.5T-test,0,median_p,0.4119078558067842
baseline,dv1.5T-cal_dv1.5T-test,0,q25_p,0.000489624075163
baseline,dv1.5T-cal_dv1.5T-test,0,q75_p,0.9979742410790866
baseline,dv1.5T-cal_dv1.5T-test,0,prop_sig,0.39
baseline,dv1.5T-cal_dv1.5T-test,0,binom_p,7.7998882275203905e-25
baseline,dv1.5T-cal_dv1.5T-test,0,fisher_p,0.0
baseline,dv1.5T-cal_dv1.5T-test,1,median_p,0.2282045265938181
baseline,dv1.5T-cal_dv1.5T-test,1,q25_p,1.2163155854933467e-06
baseline,dv1.5T-cal_dv1.5T-test,1,q75_p,0.9873749203232248
baseline,dv1.5T-cal_dv1.5T-test,1,prop_sig,0.46
baseline,dv1.5T-cal_dv1.5T-test,1,binom_p,6.963551147342128e-33
baseline,dv1.5T-cal_dv1.5T-test,1,fisher_p,0.0
baseline,dv3T-cal_dv3T-test,0,median_p,0.5346345414567097
baseline,dv3T-cal_dv3T-test,0,q25_p,0.0003821302808704
baseline,dv3T-cal_dv3T-test,0,q75_p,0.982266368543763
baseline,dv3T-cal_dv3T-test,0,prop_sig,0.34
baseline,dv3T-cal_dv3T-test,0,binom_p,1.2702149390600738e-19
baseline,dv3T-cal_dv3T-test,0,fisher_p,0.0
baseline,dv3T-cal_dv3T-test,1,median_p,0.1863949795411341
baseline,dv3T-cal_dv3T-test,1,q25_p,0.0003711229064878
baseline,dv3T-cal_dv3T-test,1,q75_p,0.9779536538417372
baseline,dv3T-cal_dv3T-test,1,prop_sig,0.4
baseline,dv3T-cal_dv3T-test,1,binom_p,6.238625307670539e-26
baseline,dv3T-cal_dv3T-test,1,fisher_p,0.0
