variant_test_data,cal_test,run,class,n_cov,n_val,coverage,n_cal_cls,n_test_cls,p_value
_blurred_SD2,baseline3T-cal_dv1.5T-test,57,0,9380,15179,0.6179590223334871,37,353,3.9678404730314e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,57,1,572,1161,0.4926787252368648,5,27,0.029415034138174423
_blurred_SD2,baseline3T-cal_dv1.5T-test,58,0,7598,15179,0.5005599841886818,38,353,3.583891066600555e-08
_blurred_SD2,baseline3T-cal_dv1.5T-test,58,1,661,1161,0.5693367786391043,4,27,0.10575392478192655
_blurred_SD2,baseline3T-cal_dv1.5T-test,59,0,9248,15351,0.602436323366556,33,357,0.00010085381887850013
_blurred_SD2,baseline3T-cal_dv1.5T-test,59,1,472,989,0.47724974721941354,9,23,0.001349409846014937
_blurred_SD2,baseline3T-cal_dv1.5T-test,60,0,7876,15265,0.5159515230920406,36,355,3.007011111768818e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,60,1,418,1075,0.38883720930232557,6,25,0.00356325131862958
_blurred_SD2,baseline3T-cal_dv1.5T-test,61,0,6914,15136,0.45679175475687106,37,352,3.756908143131793e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,61,1,525,1204,0.436046511627907,5,28,0.01601868877361017
_blurred_SD2,baseline3T-cal_dv1.5T-test,62,0,9246,15179,0.6091310363001515,39,353,1.1265819939340658e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,62,1,627,1161,0.5400516795865633,3,27,0.15820201674338694
_blurred_SD2,baseline3T-cal_dv1.5T-test,63,0,8615,15179,0.5675604453521312,38,353,1.9207300925685094e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,63,1,578,1161,0.49784668389319553,4,27,0.061964211248790244
_blurred_SD2,baseline3T-cal_dv1.5T-test,64,0,10112,15179,0.6661835430529021,36,353,0.000485891958536233
_blurred_SD2,baseline3T-cal_dv1.5T-test,64,1,416,1161,0.35831180017226527,6,27,0.0021854256800198923
_blurred_SD2,baseline3T-cal_dv1.5T-test,65,0,6368,15093,0.42191744517325913,35,351,1.4334113195515486e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,65,1,538,1247,0.4314354450681636,7,29,0.0028653456929989764
_blurred_SD2,baseline3T-cal_dv1.5T-test,66,0,8893,15179,0.5858752223466631,38,353,5.160308196855945e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,66,1,451,1161,0.38845822566752797,4,27,0.023080177149539645
_blurred_SD2,baseline3T-cal_dv1.5T-test,67,0,7990,15265,0.523419587291189,37,355,2.629082746525969e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,67,1,532,1075,0.4948837209302326,5,25,0.030107132079817498
_blurred_SD2,baseline3T-cal_dv1.5T-test,68,0,10699,15136,0.7068578224101479,37,352,0.0018431508133087118
_blurred_SD2,baseline3T-cal_dv1.5T-test,68,1,642,1204,0.5332225913621262,5,28,0.043577116906535464
_blurred_SD2,baseline3T-cal_dv1.5T-test,69,0,8868,15136,0.5858879492600423,36,352,1.278802721644421e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,69,1,417,1204,0.34634551495016613,6,28,0.0017834226542171741
_blurred_SD2,baseline3T-cal_dv1.5T-test,70,0,6823,15222,0.44823282091709366,34,354,1.7666918026284798e-08
_blurred_SD2,baseline3T-cal_dv1.5T-test,70,1,448,1118,0.4007155635062612,8,26,0.0006973014470954984
_blurred_SD2,baseline3T-cal_dv1.5T-test,71,0,8610,15222,0.5656286953094206,37,354,2.815776877192923e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,71,1,494,1118,0.4418604651162791,5,26,0.017129584059838648
_blurred_SD2,baseline3T-cal_dv1.5T-test,72,0,8782,15265,0.5753029806747462,36,355,7.5237469487102415e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,72,1,327,1075,0.3041860465116279,6,25,0.0008280877553459171
_blurred_SD2,baseline3T-cal_dv1.5T-test,73,0,8331,15265,0.5457582705535539,35,355,2.6906826677188746e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,73,1,614,1075,0.5711627906976744,7,25,0.02021894614046549
_blurred_SD2,baseline3T-cal_dv1.5T-test,74,0,8275,15222,0.5436210747602155,36,354,1.424078858591307e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,74,1,519,1118,0.46422182468694095,6,26,0.01022612749411004
_blurred_SD2,baseline3T-cal_dv1.5T-test,75,0,8760,15179,0.5771131168061137,35,353,1.312901749248638e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,75,1,512,1161,0.4409991386735573,7,27,0.003343859935005443
_blurred_SD2,baseline3T-cal_dv1.5T-test,76,0,8248,15265,0.5403209957418932,37,355,6.981884845794519e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,76,1,436,1075,0.4055813953488372,5,25,0.011200035468938468
_blurred_SD2,baseline3T-cal_dv1.5T-test,77,0,9177,15222,0.6028774142688215,37,354,1.9097561152427328e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,77,1,452,1118,0.40429338103756707,5,26,0.01101590442499585
_blurred_SD2,baseline3T-cal_dv1.5T-test,78,0,6715,15222,0.44113782682958874,35,354,5.396501664123434e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,78,1,592,1118,0.5295169946332737,7,26,0.011933326759096438
_blurred_SD2,baseline3T-cal_dv1.5T-test,79,0,7323,15179,0.4824428486725081,33,353,2.713988294621894e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,79,1,541,1161,0.46597760551248923,9,27,0.001082462123728589
_blurred_SD2,baseline3T-cal_dv1.5T-test,80,0,6127,15222,0.4025095256865064,36,354,1.5393078889658548e-10
_blurred_SD2,baseline3T-cal_dv1.5T-test,80,1,505,1118,0.4516994633273703,6,26,0.008688371869748671
_blurred_SD2,baseline3T-cal_dv1.5T-test,81,0,6726,15222,0.4418604651162791,35,354,5.665151799735308e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,81,1,446,1118,0.39892665474060823,7,26,0.0016692154735767945
_blurred_SD2,baseline3T-cal_dv1.5T-test,82,0,8874,15179,0.5846234929837275,36,353,1.2010314740930889e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,82,1,568,1161,0.4892334194659776,6,27,0.013971776137419092
_blurred_SD2,baseline3T-cal_dv1.5T-test,83,0,7190,15179,0.4736807431319586,38,353,6.052414468093254e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,83,1,473,1161,0.4074074074074074,4,27,0.027895396232084365
_blurred_SD2,baseline3T-cal_dv1.5T-test,84,0,9209,15222,0.6049796347391933,36,354,3.225525155796957e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,84,1,539,1118,0.4821109123434705,6,26,0.012811291023830712
_blurred_SD2,baseline3T-cal_dv1.5T-test,85,0,8610,15222,0.5656286953094206,32,354,3.142235877897872e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,85,1,447,1118,0.3998211091234347,10,26,0.0017611768543554132
_blurred_SD2,baseline3T-cal_dv1.5T-test,86,0,8911,15136,0.5887288583509513,35,352,2.2968029610121322e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,86,1,538,1204,0.446843853820598,7,28,0.003660243135331598
_blurred_SD2,baseline3T-cal_dv1.5T-test,87,0,8297,15351,0.5404859618265911,36,357,1.1996366000725311e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,87,1,382,989,0.3862487360970677,6,23,0.0034335350750115475
_blurred_SD2,baseline3T-cal_dv1.5T-test,88,0,8954,15308,0.584922916122289,36,356,1.2188053100675384e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,88,1,543,1032,0.5261627906976745,6,24,0.02160882729915243
_blurred_SD2,baseline3T-cal_dv1.5T-test,89,0,9639,15179,0.6350220699650834,36,353,0.0001279970904096166
_blurred_SD2,baseline3T-cal_dv1.5T-test,89,1,466,1161,0.40137812230835485,6,27,0.004294990278128109
_blurred_SD2,baseline3T-cal_dv1.5T-test,90,0,8906,15136,0.5883985200845666,36,352,1.4475371261454188e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,90,1,642,1204,0.5332225913621262,6,28,0.023337166740059073
_blurred_SD2,baseline3T-cal_dv1.5T-test,91,0,8392,15265,0.549754339993449,37,355,1.1850666502228879e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,91,1,335,1075,0.3116279069767442,5,25,0.0030302088212424065
_blurred_SD2,baseline3T-cal_dv1.5T-test,92,0,9705,15179,0.639370182488965,34,353,0.00032050914222207295
_blurred_SD2,baseline3T-cal_dv1.5T-test,92,1,486,1161,0.4186046511627907,8,27,0.000983971855704337
_blurred_SD2,baseline3T-cal_dv1.5T-test,93,0,8237,15179,0.5426576190789907,37,353,7.969081865745098e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,93,1,471,1161,0.40568475452196384,5,27,0.01119744001279778
_blurred_SD2,baseline3T-cal_dv1.5T-test,94,0,9515,15265,0.6233213232885686,37,355,5.1153821219619355e-05
_blurred_SD2,baseline3T-cal_dv1.5T-test,94,1,571,1075,0.5311627906976745,5,25,0.04280169181380625
_blurred_SD2,baseline3T-cal_dv1.5T-test,95,0,8194,15265,0.5367834916475598,38,355,3.3235087226770605e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,95,1,437,1075,0.40651162790697676,4,25,0.027679721525044144
_blurred_SD2,baseline3T-cal_dv1.5T-test,96,0,8440,15136,0.5576109936575053,38,352,1.1038997308786906e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,96,1,428,1204,0.3554817275747508,4,28,0.01620982049786147
_blurred_SD2,baseline3T-cal_dv1.5T-test,97,0,7077,15179,0.4662362474471309,31,353,4.0409349356476486e-07
_blurred_SD2,baseline3T-cal_dv1.5T-test,97,1,532,1161,0.4582256675279931,11,27,0.0027467304565997764
_blurred_SD2,baseline3T-cal_dv1.5T-test,98,0,6341,15179,0.4177482047565716,34,353,2.330002598456072e-09
_blurred_SD2,baseline3T-cal_dv1.5T-test,98,1,473,1161,0.4074074074074074,8,27,0.0007936983874784348
_blurred_SD2,baseline3T-cal_dv1.5T-test,99,0,8799,15265,0.5764166393711104,39,355,1.9405282707841794e-06
_blurred_SD2,baseline3T-cal_dv1.5T-test,99,1,472,1075,0.4390697674418605,3,25,0.08524842354549292
_blurred_SD2,baseline3T-cal_dv3T-test,0,0,2433,3698,0.6579232017306652,35,86,0.0005007035756035645
_blurred_SD2,baseline3T-cal_dv3T-test,0,1,331,602,0.5498338870431894,7,14,0.015774937855370163
_blurred_SD2,baseline3T-cal_dv3T-test,1,0,2194,3655,0.6002735978112175,36,85,2.7316162660512034e-05
_blurred_SD2,baseline3T-cal_dv3T-test,1,1,609,645,0.9441860465116279,6,15,0.7098647033998844
_blurred_SD2,baseline3T-cal_dv3T-test,2,0,2046,3612,0.5664451827242525,37,84,3.171616253234702e-06
_blurred_SD2,baseline3T-cal_dv3T-test,2,1,526,688,0.7645348837209303,5,16,0.2629571059674245
_blurred_SD2,baseline3T-cal_dv3T-test,3,0,1856,3741,0.49612403100775193,34,87,3.433669451764084e-07
_blurred_SD2,baseline3T-cal_dv3T-test,3,1,480,559,0.8586762075134168,8,13,0.29866804385582146
_blurred_SD2,baseline3T-cal_dv3T-test,4,0,1495,3569,0.4188848416923508,38,83,1.2927765804585098e-10
_blurred_SD2,baseline3T-cal_dv3T-test,4,1,633,731,0.86593707250342,4,17,0.5634573863992199
_blurred_SD2,baseline3T-cal_dv3T-test,5,0,1338,3655,0.36607387140902875,36,85,9.609536261889208e-12
_blurred_SD2,baseline3T-cal_dv3T-test,5,1,567,645,0.8790697674418605,6,15,0.46352308703007095
_blurred_SD2,baseline3T-cal_dv3T-test,6,0,1332,3569,0.37321378537405436,38,83,2.969151654036133e-12
_blurred_SD2,baseline3T-cal_dv3T-test,6,1,687,731,0.9398084815321477,4,17,0.7807937774498693
_blurred_SD2,baseline3T-cal_dv3T-test,7,0,2229,3569,0.6245446903894648,38,83,3.8903852821197406e-05
_blurred_SD2,baseline3T-cal_dv3T-test,7,1,715,731,0.9781121751025992,4,17,0.915560521605359
_blurred_SD2,baseline3T-cal_dv3T-test,8,0,2035,3655,0.5567715458276333,36,85,3.1013723354721868e-06
_blurred_SD2,baseline3T-cal_dv3T-test,8,1,524,645,0.8124031007751938,6,15,0.28964783081426193
_blurred_SD2,baseline3T-cal_dv3T-test,9,0,1901,3655,0.520109439124487,36,85,4.171846696889084e-07
_blurred_SD2,baseline3T-cal_dv3T-test,9,1,473,645,0.7333333333333333,6,15,0.15736561615508807
_blurred_SD2,baseline3T-cal_dv3T-test,10,0,1589,3655,0.4347469220246238,36,85,1.8906820494853528e-09
_blurred_SD2,baseline3T-cal_dv3T-test,10,1,609,645,0.9441860465116279,6,15,0.7098647033998844
_blurred_SD2,baseline3T-cal_dv3T-test,11,0,1882,3655,0.5149110807113543,36,85,3.0959226128977495e-07
_blurred_SD2,baseline3T-cal_dv3T-test,11,1,629,645,0.9751937984496124,6,15,0.8608011402888359
_blurred_SD2,baseline3T-cal_dv3T-test,12,0,1594,3655,0.4361149110807114,36,85,2.080575632790323e-09
_blurred_SD2,baseline3T-cal_dv3T-test,12,1,590,645,0.9147286821705426,6,15,0.5875741823079104
_blurred_SD2,baseline3T-cal_dv3T-test,13,0,2218,3655,0.6068399452804377,36,85,3.7261001062958174e-05
_blurred_SD2,baseline3T-cal_dv3T-test,13,1,575,645,0.8914728682170543,6,15,0.503915802904067
_blurred_SD2,baseline3T-cal_dv3T-test,14,0,2086,3698,0.5640886965927528,35,86,7.350271139958107e-06
_blurred_SD2,baseline3T-cal_dv3T-test,14,1,522,602,0.867109634551495,7,14,0.3711815838861919
_blurred_SD2,baseline3T-cal_dv3T-test,15,0,1925,3612,0.5329457364341085,37,84,5.006255053355345e-07
_blurred_SD2,baseline3T-cal_dv3T-test,15,1,627,688,0.9113372093023255,5,16,0.6299579877454741
_blurred_SD2,baseline3T-cal_dv3T-test,16,0,1896,3741,0.5068163592622293,34,87,6.227109704806012e-07
_blurred_SD2,baseline3T-cal_dv3T-test,16,1,410,559,0.7334525939177102,8,13,0.08570784079157649
_blurred_SD2,baseline3T-cal_dv3T-test,17,0,2141,3784,0.5658033826638478,33,88,2.0739803278356076e-05
_blurred_SD2,baseline3T-cal_dv3T-test,17,1,393,516,0.7616279069767442,9,12,0.08858779358577218
_blurred_SD2,baseline3T-cal_dv3T-test,18,0,1895,3612,0.5246400885935769,37,84,3.098798964335542e-07
_blurred_SD2,baseline3T-cal_dv3T-test,18,1,641,688,0.9316860465116279,5,16,0.7031345070306801
_blurred_SD2,baseline3T-cal_dv3T-test,19,0,1907,3483,0.5475165087568188,40,81,1.8864616400547836e-06
_blurred_SD2,baseline3T-cal_dv3T-test,19,1,109,817,0.13341493268053856,2,19,0.018225458323267607
_blurred_SD2,baseline3T-cal_dv3T-test,20,0,1204,3698,0.32558139534883723,35,86,6.966772938806526e-13
_blurred_SD2,baseline3T-cal_dv3T-test,20,1,332,602,0.5514950166112956,7,14,0.016107541966778608
_blurred_SD2,baseline3T-cal_dv3T-test,21,0,1689,3483,0.48492678725236865,40,81,4.0597242205669976e-08
_blurred_SD2,baseline3T-cal_dv3T-test,21,1,777,817,0.9510403916768666,2,19,0.9046484621061452
_blurred_SD2,baseline3T-cal_dv3T-test,22,0,1985,3698,0.53677663601947,35,86,1.8018192415499288e-06
_blurred_SD2,baseline3T-cal_dv3T-test,22,1,574,602,0.9534883720930233,7,14,0.7180998843911955
_blurred_SD2,baseline3T-cal_dv3T-test,23,0,1920,3784,0.507399577167019,33,88,1.149569621373447e-06
_blurred_SD2,baseline3T-cal_dv3T-test,23,1,430,516,0.8333333333333334,9,12,0.19717095815320057
_blurred_SD2,baseline3T-cal_dv3T-test,24,0,1572,3612,0.43521594684385384,37,84,9.358357380142479e-10
_blurred_SD2,baseline3T-cal_dv3T-test,24,1,627,688,0.9113372093023255,5,16,0.6299579877454741
_blurred_SD2,baseline3T-cal_dv3T-test,25,0,1914,3698,0.5175770686857761,35,86,6.355195608414839e-07
_blurred_SD2,baseline3T-cal_dv3T-test,25,1,574,602,0.9534883720930233,7,14,0.7180998843911955
_blurred_SD2,baseline3T-cal_dv3T-test,26,0,1559,3526,0.44214407260351674,39,82,3.619234046313497e-10
_blurred_SD2,baseline3T-cal_dv3T-test,26,1,527,774,0.6808785529715762,3,18,0.31679697180230526
_blurred_SD2,baseline3T-cal_dv3T-test,27,0,2014,3569,0.5643037265340431,38,83,1.7420451105185391e-06
_blurred_SD2,baseline3T-cal_dv3T-test,27,1,674,731,0.9220246238030095,4,17,0.7235530467964099
_blurred_SD2,baseline3T-cal_dv3T-test,28,0,2740,3655,0.7496580027359782,36,85,0.011232728856662997
_blurred_SD2,baseline3T-cal_dv3T-test,28,1,571,645,0.8852713178294573,6,15,0.48336793554141644
_blurred_SD2,baseline3T-cal_dv3T-test,29,0,1585,3784,0.4188689217758985,33,88,6.1122227752203236e-09
_blurred_SD2,baseline3T-cal_dv3T-test,29,1,502,516,0.9728682170542635,9,12,0.7825812471400136
_blurred_SD2,baseline3T-cal_dv3T-test,30,0,1770,3612,0.4900332225913621,37,84,3.794048475480558e-08
_blurred_SD2,baseline3T-cal_dv3T-test,30,1,526,688,0.7645348837209303,5,16,0.2629571059674245
_blurred_SD2,baseline3T-cal_dv3T-test,31,0,2254,3784,0.5956659619450317,33,88,7.886640074013811e-05
_blurred_SD2,baseline3T-cal_dv3T-test,31,1,479,516,0.9282945736434108,9,12,0.5153011664993661
_blurred_SD2,baseline3T-cal_dv3T-test,32,0,1861,3569,0.5214345755113478,38,83,1.4643008162168134e-07
_blurred_SD2,baseline3T-cal_dv3T-test,32,1,682,731,0.93296853625171,4,17,0.7583907684679936
_blurred_SD2,baseline3T-cal_dv3T-test,33,0,2200,3698,0.5949161709031909,35,86,3.249356667843371e-05
_blurred_SD2,baseline3T-cal_dv3T-test,33,1,568,602,0.9435215946843853,7,14,0.6675161931006285
_blurred_SD2,baseline3T-cal_dv3T-test,34,0,1652,3698,0.44672796106003243,35,86,8.784512302634179e-09
_blurred_SD2,baseline3T-cal_dv3T-test,34,1,522,602,0.867109634551495,7,14,0.3711815838861919
_blurred_SD2,baseline3T-cal_dv3T-test,35,0,2028,3698,0.5484045429962142,35,86,3.3135664900046783e-06
_blurred_SD2,baseline3T-cal_dv3T-test,35,1,529,602,0.8787375415282392,7,14,0.40717138399565894
_blurred_SD2,baseline3T-cal_dv3T-test,36,0,1418,3612,0.39258028792912514,37,84,3.600941952888537e-11
_blurred_SD2,baseline3T-cal_dv3T-test,36,1,578,688,0.8401162790697675,5,16,0.42023143862298395
_blurred_SD2,baseline3T-cal_dv3T-test,37,0,1519,3612,0.42054263565891475,37,84,3.1777282387056527e-10
_blurred_SD2,baseline3T-cal_dv3T-test,37,1,617,688,0.8968023255813954,5,16,0.5815232852943519
_blurred_SD2,baseline3T-cal_dv3T-test,38,0,1923,3698,0.5200108166576528,35,86,7.271311833563851e-07
_blurred_SD2,baseline3T-cal_dv3T-test,38,1,593,602,0.9850498338870431,7,14,0.9005574965245255
_blurred_SD2,baseline3T-cal_dv3T-test,39,0,1861,3526,0.5277935337492909,39,82,1.236210528966227e-07
_blurred_SD2,baseline3T-cal_dv3T-test,39,1,770,774,0.9948320413436692,3,18,0.9846156394421436
_blurred_SD2,baseline3T-cal_dv3T-test,40,0,1478,3741,0.3950815290029404,34,87,5.286701133141049e-10
_blurred_SD2,baseline3T-cal_dv3T-test,40,1,480,559,0.8586762075134168,8,13,0.29866804385582146
_blurred_SD2,baseline3T-cal_dv3T-test,41,0,1972,3569,0.552535724292519,38,83,9.036843056367376e-07
_blurred_SD2,baseline3T-cal_dv3T-test,41,1,673,731,0.920656634746922,4,17,0.7192842972577902
_blurred_SD2,baseline3T-cal_dv3T-test,42,0,2023,3612,0.560077519379845,37,84,2.2566520354006975e-06
_blurred_SD2,baseline3T-cal_dv3T-test,42,1,593,688,0.8619186046511628,5,16,0.4773528243327797
_blurred_SD2,baseline3T-cal_dv3T-test,43,0,1468,3612,0.4064230343300111,37,84,1.0800489838310995e-10
_blurred_SD2,baseline3T-cal_dv3T-test,43,1,468,688,0.6802325581395349,5,16,0.14713265032596745
_blurred_SD2,baseline3T-cal_dv3T-test,44,0,1945,3741,0.5199144613739641,34,87,1.2654675765243072e-06
_blurred_SD2,baseline3T-cal_dv3T-test,44,1,492,559,0.8801431127012522,8,13,0.3632406001161593
_blurred_SD2,baseline3T-cal_dv3T-test,45,0,1673,3526,0.4744753261486103,39,82,3.765335227779636e-09
_blurred_SD2,baseline3T-cal_dv3T-test,45,1,744,774,0.9612403100775194,3,18,0.8884464563390261
_blurred_SD2,baseline3T-cal_dv3T-test,46,0,1346,3612,0.37264673311184937,37,84,6.86439597057645e-12
_blurred_SD2,baseline3T-cal_dv3T-test,46,1,665,688,0.9665697674418605,5,16,0.8442902168417169
_blurred_SD2,baseline3T-cal_dv3T-test,47,0,2233,3655,0.6109439124487004,36,85,4.513676064740916e-05
_blurred_SD2,baseline3T-cal_dv3T-test,47,1,567,645,0.8790697674418605,6,15,0.46352308703007095
_blurred_SD2,baseline3T-cal_dv3T-test,48,0,1256,3741,0.33573910719059075,34,87,4.7103070163282555e-12
_blurred_SD2,baseline3T-cal_dv3T-test,48,1,517,559,0.924865831842576,8,13,0.5381189996995499
_blurred_SD2,baseline3T-cal_dv3T-test,49,0,1187,3698,0.32098431584640347,35,86,4.5344967864594124e-13
_blurred_SD2,baseline3T-cal_dv3T-test,49,1,484,602,0.8039867109634552,7,14,0.2195944753720226
_blurred_SD2,baseline3T-cal_dv3T-test,50,0,1553,3612,0.42995570321151716,37,84,6.383704959154939e-10
_blurred_SD2,baseline3T-cal_dv3T-test,50,1,669,688,0.9723837209302325,5,16,0.8698730332785587
_blurred_SD2,baseline3T-cal_dv3T-test,51,0,2227,3569,0.6239843093303447,38,83,3.7865938597392866e-05
_blurred_SD2,baseline3T-cal_dv3T-test,51,1,482,731,0.6593707250341997,4,17,0.1903583998902219
_blurred_SD2,baseline3T-cal_dv3T-test,52,0,2101,3784,0.5552325581395349,33,88,1.2641481512854359e-05
_blurred_SD2,baseline3T-cal_dv3T-test,52,1,302,516,0.5852713178294574,9,12,0.008562796489085004
_blurred_SD2,baseline3T-cal_dv3T-test,53,0,2251,3655,0.6158686730506155,36,85,5.668404031572517e-05
_blurred_SD2,baseline3T-cal_dv3T-test,53,1,586,645,0.9085271317829458,6,15,0.5642103839393813
_blurred_SD2,baseline3T-cal_dv3T-test,54,0,1725,3655,0.4719562243502052,36,85,2.279712417815496e-08
_blurred_SD2,baseline3T-cal_dv3T-test,54,1,581,645,0.9007751937984496,6,15,0.5360991557812237
_blurred_SD2,baseline3T-cal_dv3T-test,55,0,1664,3612,0.46068660022148394,37,84,5.561232794497276e-09
_blurred_SD2,baseline3T-cal_dv3T-test,55,1,605,688,0.8793604651162791,5,16,0.5273832510199833
_blurred_SD2,baseline3T-cal_dv3T-test,56,0,2083,3569,0.58363687307369,38,83,4.938116079324078e-06
_blurred_SD2,baseline3T-cal_dv3T-test,56,1,587,731,0.8030095759233926,4,17,0.4171897779058645
_blurred_SD2,baseline3T-cal_dv3T-test,57,0,2111,3612,0.5844407530454042,37,84,8.089212777951884e-06
_blurred_SD2,baseline3T-cal_dv3T-test,57,1,632,688,0.9186046511627907,5,16,0.6553564107451366
_blurred_SD2,baseline3T-cal_dv3T-test,58,0,1524,3569,0.4270103670495937,38,83,2.4137683024626743e-10
_blurred_SD2,baseline3T-cal_dv3T-test,58,1,717,731,0.9808481532147743,4,17,0.9258116492052119
_blurred_SD2,baseline3T-cal_dv3T-test,59,0,2091,3784,0.5525898520084567,33,88,1.1148788249046802e-05
_blurred_SD2,baseline3T-cal_dv3T-test,59,1,481,516,0.9321705426356589,9,12,0.534785657072564
_blurred_SD2,baseline3T-cal_dv3T-test,60,0,1532,3655,0.4191518467852257,36,85,6.198224913759308e-10
_blurred_SD2,baseline3T-cal_dv3T-test,60,1,567,645,0.8790697674418605,6,15,0.46352308703007095
_blurred_SD2,baseline3T-cal_dv3T-test,61,0,1315,3612,0.3640642303433001,37,84,3.26490998162476e-12
_blurred_SD2,baseline3T-cal_dv3T-test,61,1,586,688,0.8517441860465116,5,16,0.44997100055897893
_blurred_SD2,baseline3T-cal_dv3T-test,62,0,2072,3526,0.5876347135564379,39,82,3.894037722430426e-06
_blurred_SD2,baseline3T-cal_dv3T-test,62,1,721,774,0.9315245478036176,3,18,0.8087785386231314
_blurred_SD2,baseline3T-cal_dv3T-test,63,0,1894,3569,0.530680862986831,38,83,2.5492501610055726e-07
_blurred_SD2,baseline3T-cal_dv3T-test,63,1,687,731,0.9398084815321477,4,17,0.7807937774498693
_blurred_SD2,baseline3T-cal_dv3T-test,64,0,2393,3655,0.654719562243502,36,85,0.00031385634597071616
_blurred_SD2,baseline3T-cal_dv3T-test,64,1,435,645,0.6744186046511628,6,15,0.09557558752205385
_blurred_SD2,baseline3T-cal_dv3T-test,65,0,1155,3698,0.3123309897241752,35,86,1.9848642753042872e-13
_blurred_SD2,baseline3T-cal_dv3T-test,65,1,531,602,0.8820598006644518,7,14,0.41798761988647576
_blurred_SD2,baseline3T-cal_dv3T-test,66,0,1887,3569,0.5287195292799104,38,83,2.2685983212787064e-07
_blurred_SD2,baseline3T-cal_dv3T-test,66,1,576,731,0.7879616963064295,4,17,0.38691160326399826
_blurred_SD2,baseline3T-cal_dv3T-test,67,0,1615,3612,0.4471207087486157,37,84,2.1831324883317175e-09
_blurred_SD2,baseline3T-cal_dv3T-test,67,1,621,688,0.9026162790697675,5,16,0.6005258166587785
_blurred_SD2,baseline3T-cal_dv3T-test,68,0,2550,3612,0.7059800664451827,37,84,0.0018414993775550809
_blurred_SD2,baseline3T-cal_dv3T-test,68,1,665,688,0.9665697674418605,5,16,0.8442902168417169
_blurred_SD2,baseline3T-cal_dv3T-test,69,0,1978,3655,0.5411764705882353,36,85,1.3483118789988e-06
_blurred_SD2,baseline3T-cal_dv3T-test,69,1,479,645,0.7426356589147287,6,15,0.16963549735655695
_blurred_SD2,baseline3T-cal_dv3T-test,70,0,1234,3741,0.3298583266506282,34,87,2.8124023158608055e-12
_blurred_SD2,baseline3T-cal_dv3T-test,70,1,409,559,0.7316636851520573,8,13,0.08406749934101948
_blurred_SD2,baseline3T-cal_dv3T-test,71,0,1822,3612,0.5044296788482835,37,84,9.277701383925028e-08
_blurred_SD2,baseline3T-cal_dv3T-test,71,1,616,688,0.8953488372093024,5,16,0.5768486608144952
_blurred_SD2,baseline3T-cal_dv3T-test,72,0,1940,3655,0.53077975376197,36,85,7.610733874684171e-07
_blurred_SD2,baseline3T-cal_dv3T-test,72,1,420,645,0.6511627906976745,6,15,0.07756190252048399
_blurred_SD2,baseline3T-cal_dv3T-test,73,0,1921,3698,0.5194699837750135,35,86,7.057401368720407e-07
_blurred_SD2,baseline3T-cal_dv3T-test,73,1,566,602,0.9401993355481728,7,14,0.6513485686569185
_blurred_SD2,baseline3T-cal_dv3T-test,74,0,1617,3655,0.44240766073871407,36,85,3.2175769930227446e-09
_blurred_SD2,baseline3T-cal_dv3T-test,74,1,586,645,0.9085271317829458,6,15,0.5642103839393813
_blurred_SD2,baseline3T-cal_dv3T-test,75,0,1934,3698,0.5229853975121688,35,86,8.563424463371575e-07
_blurred_SD2,baseline3T-cal_dv3T-test,75,1,534,602,0.8870431893687708,7,14,0.4346734464838675
_blurred_SD2,baseline3T-cal_dv3T-test,76,0,1806,3612,0.5,37,84,7.068722210678208e-08
_blurred_SD2,baseline3T-cal_dv3T-test,76,1,593,688,0.8619186046511628,5,16,0.4773528243327797
