variant_test_data,cal_test,run,n_cov,n_val,coverage,p_value
_blurred_SD1,baseline3T-cal_dv3T-test,97,3928,4300,0.9134883720930232,0.9531035403657193
_blurred_SD1,baseline3T-cal_dv3T-test,98,3360,4300,0.7813953488372093,1.3236715073468642e-30
_blurred_SD1,baseline3T-cal_dv3T-test,99,3490,4300,0.8116279069767441,3.4899296410921093e-19
_blurred_SD1,dv1.5T-cal_dv1.5T-test,0,14923,16340,0.91328029375765,0.9688263153778269
_blurred_SD1,dv1.5T-cal_dv1.5T-test,1,15088,16340,0.9233782129742962,0.9996501833118613
_blurred_SD1,dv1.5T-cal_dv1.5T-test,2,14205,16340,0.8693390452876377,6.823493763278604e-05
_blurred_SD1,dv1.5T-cal_dv1.5T-test,3,15270,16340,0.934516523867809,0.9999999090362016
_blurred_SD1,dv1.5T-cal_dv1.5T-test,4,15474,16340,0.947001223990208,0.9999999999947388
_blurred_SD1,dv1.5T-cal_dv1.5T-test,5,15644,16340,0.957405140758874,0.9999999999947703
_blurred_SD1,dv1.5T-cal_dv1.5T-test,6,15374,16340,0.9408812729498164,0.9999999998838404
_blurred_SD1,dv1.5T-cal_dv1.5T-test,7,14233,16340,0.8710526315789474,0.0001503179951569142
_blurred_SD1,dv1.5T-cal_dv1.5T-test,8,14392,16340,0.8807833537331702,0.007090640246128336
_blurred_SD1,dv1.5T-cal_dv1.5T-test,9,15712,16340,0.9615667074663403,0.9999999999947703
_blurred_SD1,dv1.5T-cal_dv1.5T-test,10,14392,16340,0.8807833537331702,0.007090640246128336
_blurred_SD1,dv1.5T-cal_dv1.5T-test,11,14892,16340,0.9113831089351285,0.94395002318816
_blurred_SD1,dv1.5T-cal_dv1.5T-test,12,13814,16340,0.8454100367197063,4.832056122897329e-11
_blurred_SD1,dv1.5T-cal_dv1.5T-test,13,15562,16340,0.9523867809057528,0.9999999999947702
_blurred_SD1,dv1.5T-cal_dv1.5T-test,14,14808,16340,0.9062423500611995,0.8051745926551214
_blurred_SD1,dv1.5T-cal_dv1.5T-test,15,15245,16340,0.9329865361077111,0.9999996393575742
_blurred_SD1,dv1.5T-cal_dv1.5T-test,16,14834,16340,0.9078335373317014,0.8606544951704712
_blurred_SD1,dv1.5T-cal_dv1.5T-test,17,14837,16340,0.9080171358629131,0.866314660146655
_blurred_SD1,dv1.5T-cal_dv1.5T-test,18,14212,16340,0.8697674418604651,8.338156620673629e-05
_blurred_SD1,dv1.5T-cal_dv1.5T-test,19,13454,16340,0.8233782129742963,1.1594469993086664e-18
_blurred_SD1,dv1.5T-cal_dv1.5T-test,20,15826,16340,0.9685434516523868,0.9999999999947703
_blurred_SD1,dv1.5T-cal_dv1.5T-test,21,15609,16340,0.9552631578947368,0.9999999999947702
_blurred_SD1,dv1.5T-cal_dv1.5T-test,22,14971,16340,0.9162178702570379,0.989177823503639
_blurred_SD1,dv1.5T-cal_dv1.5T-test,23,14786,16340,0.9048959608323134,0.7495981461539507
_blurred_SD1,dv1.5T-cal_dv1.5T-test,24,14419,16340,0.8824357405140759,0.012215826553467226
_blurred_SD1,dv1.5T-cal_dv1.5T-test,25,14868,16340,0.9099143206854345,0.9159360955797334
_blurred_SD1,dv1.5T-cal_dv1.5T-test,26,14290,16340,0.8745410036719706,0.0006782669666449055
_blurred_SD1,dv1.5T-cal_dv1.5T-test,27,14844,16340,0.9084455324357406,0.8789238811028062
_blurred_SD1,dv1.5T-cal_dv1.5T-test,28,15688,16340,0.9600979192166462,0.9999999999947703
_blurred_SD1,dv1.5T-cal_dv1.5T-test,29,15587,16340,0.9539167686658506,0.9999999999947704
_blurred_SD1,dv1.5T-cal_dv1.5T-test,30,14274,16340,0.8735618115055079,0.0004505324820962904
_blurred_SD1,dv1.5T-cal_dv1.5T-test,31,15309,16340,0.9369033047735618,0.9999999910912604
_blurred_SD1,dv1.5T-cal_dv1.5T-test,32,14024,16340,0.8582619339045288,1.9523121461955475e-07
